ROWID,TRUTH,TRAININGSET
7484.txt,13,1
7485.txt,2,1
7486.txt,2,1
7487.txt,2,1
7488.txt,2,1
7489.txt,3,1
7490.txt,3,1
7491.txt,13,1
7492.txt,13,1
7493.txt,13,1
7494.txt,13,1
7495.txt,3,1
7496.txt,3,1
7497.txt,2,1
7498.txt,2,1
7499.txt,3,1
7500.txt,3,1
7501.txt,13,1
7502.txt,13,1
7503.txt,13,1
7504.txt,13,1
7505.txt,2,1
7506.txt,2,1
7507.txt,3,1
7508.txt,3,1
7509.txt,3,1
7510.txt,3,1
7511.txt,13,1
7512.txt,13,1
7513.txt,13,1
7514.txt,13,1
7515.txt,3,1
7516.txt,3,1
7517.txt,3,1
7518.txt,3,1
7519.txt,3,1
7520.txt,3,1
7521.txt,2,1
7522.txt,2,1
7523.txt,2,1
7524.txt,2,1
7525.txt,3,1
7526.txt,3,1
7527.txt,2,1
7528.txt,2,1
7529.txt,4,1
7530.txt,4,1
7531.txt,1,1
7532.txt,1,1
7533.txt,13,1
7534.txt,13,1
7535.txt,6,1
7536.txt,6,1
7537.txt,3,1
7538.txt,3,1
7539.txt,5,1
7540.txt,5,1
7541.txt,6,1
7542.txt,6,1
7543.txt,1,1
7544.txt,1,1
7545.txt,6,1
7546.txt,6,1
7547.txt,5,1
7548.txt,5,1
7549.txt,6,1
7550.txt,6,1
7551.txt,6,1
7552.txt,6,1
7553.txt,2,1
7554.txt,2,1
7555.txt,12,1
7556.txt,12,1
7557.txt,5,1
7558.txt,5,1
7559.txt,4,1
7560.txt,4,1
7561.txt,3,1
7562.txt,3,1
7563.txt,6,1
7564.txt,6,1
7565.txt,5,1
7566.txt,5,1
7567.txt,20,1
7568.txt,20,1
7569.txt,6,1
7570.txt,6,1
7571.txt,4,1
7572.txt,4,1
7573.txt,20,1
7574.txt,20,1
7575.txt,3,1
7576.txt,3,1
7577.txt,12,1
7578.txt,12,1
7579.txt,6,1
7580.txt,6,1
7581.txt,6,1
7582.txt,6,1
7583.txt,1,1
7584.txt,1,1
7585.txt,6,1
7586.txt,6,1
7587.txt,4,1
7588.txt,4,1
7589.txt,1,1
7590.txt,1,1
7591.txt,6,1
7592.txt,6,1
7593.txt,4,1
7594.txt,4,1
7595.txt,6,1
7596.txt,6,1
7597.txt,2,1
7598.txt,2,1
7599.txt,3,1
7600.txt,3,1
7601.txt,3,1
7602.txt,3,1
7603.txt,20,1
7604.txt,20,1
7605.txt,3,1
7606.txt,3,1
7607.txt,6,1
7608.txt,6,1
7609.txt,3,1
7610.txt,3,1
7611.txt,20,1
7612.txt,20,1
7613.txt,6,1
7614.txt,6,1
7615.txt,6,1
7616.txt,6,1
7617.txt,5,1
7618.txt,5,1
7619.txt,2,1
7620.txt,2,1
7621.txt,3,1
7622.txt,3,1
7623.txt,4,1
7624.txt,4,1
7625.txt,3,1
7626.txt,3,1
7627.txt,2,1
7628.txt,2,1
7629.txt,13,1
7630.txt,13,1
7631.txt,13,1
7632.txt,13,1
7633.txt,2,1
7634.txt,2,1
7635.txt,1,1
7636.txt,1,1
7637.txt,4,1
7638.txt,4,1
7639.txt,6,1
7640.txt,6,1
7641.txt,6,1
7642.txt,6,1
7643.txt,5,1
7644.txt,5,1
7645.txt,2,1
7646.txt,2,1
7647.txt,13,1
7648.txt,13,1
7649.txt,6,1
7650.txt,6,1
7651.txt,13,1
7652.txt,13,1
7653.txt,3,1
7654.txt,3,1
7655.txt,3,1
7656.txt,3,1
7657.txt,7,1
7658.txt,7,1
7659.txt,6,1
7660.txt,6,1
7661.txt,3,1
7662.txt,3,1
7663.txt,3,1
7664.txt,3,1
7665.txt,4,1
7666.txt,4,1
7667.txt,13,1
7668.txt,13,1
7669.txt,3,1
7670.txt,3,1
7671.txt,2,1
7672.txt,2,1
7673.txt,21,1
7674.txt,21,1
7675.txt,3,1
7676.txt,3,1
7677.txt,7,1
7678.txt,7,1
7679.txt,20,1
7680.txt,20,1
7681.txt,12,1
7682.txt,12,1
7683.txt,12,1
7684.txt,12,1
7685.txt,12,1
7686.txt,12,1
7687.txt,1,1
7688.txt,1,1
7689.txt,1,1
7690.txt,1,1
7691.txt,6,1
7692.txt,6,1
7693.txt,3,1
7694.txt,3,1
7695.txt,6,1
7696.txt,6,1
7697.txt,6,1
7698.txt,6,1
7699.txt,6,1
7700.txt,6,1
7701.txt,1,1
7702.txt,1,1
7703.txt,1,1
7704.txt,1,1
7705.txt,5,1
7706.txt,5,1
7707.txt,1,1
7708.txt,1,1
7709.txt,6,1
7710.txt,6,1
7711.txt,1,1
7712.txt,1,1
7713.txt,6,1
7714.txt,6,1
7715.txt,1,1
7716.txt,1,1
7717.txt,6,1
7718.txt,6,1
7719.txt,1,1
7720.txt,1,1
7721.txt,3,1
7722.txt,3,1
7723.txt,3,1
7724.txt,3,1
7725.txt,13,1
7726.txt,13,1
7727.txt,1,1
7728.txt,1,1
7729.txt,20,1
7730.txt,20,1
7731.txt,3,1
7732.txt,3,1
7733.txt,8,1
7734.txt,8,1
7735.txt,3,1
7736.txt,3,1
7737.txt,1,1
7738.txt,1,1
7739.txt,1,1
7740.txt,1,1
7741.txt,3,1
7742.txt,3,1
7743.txt,3,1
7744.txt,3,1
7745.txt,3,1
7746.txt,3,1
7747.txt,3,1
7748.txt,3,1
7749.txt,3,1
7750.txt,3,1
7751.txt,3,1
7752.txt,3,1
7753.txt,3,1
7754.txt,3,1
7755.txt,1,1
7756.txt,1,1
7757.txt,20,1
7758.txt,20,1
7759.txt,6,1
7760.txt,6,1
7761.txt,1,1
7762.txt,1,1
7763.txt,2,1
7764.txt,2,1
7765.txt,1,1
7766.txt,1,1
7767.txt,1,1
7768.txt,1,1
7769.txt,1,1
7770.txt,1,1
7771.txt,1,1
7772.txt,1,1
7773.txt,3,1
7774.txt,3,1
7775.txt,6,1
7776.txt,6,1
7777.txt,3,1
7778.txt,3,1
7779.txt,12,1
7780.txt,12,1
7781.txt,20,1
7782.txt,20,1
7783.txt,1,1
7784.txt,1,1
7785.txt,3,1
7786.txt,3,1
7787.txt,3,1
7788.txt,3,1
7789.txt,1,1
7790.txt,1,1
7791.txt,5,1
7792.txt,5,1
7793.txt,3,1
7794.txt,3,1
7795.txt,3,1
7796.txt,3,1
7797.txt,3,1
7798.txt,3,1
7799.txt,3,1
7800.txt,3,1
7801.txt,6,1
7802.txt,6,1
7803.txt,6,1
7804.txt,6,1
7805.txt,5,1
7806.txt,5,1
7807.txt,5,1
7808.txt,5,1
7809.txt,12,1
7810.txt,12,1
7811.txt,2,1
7812.txt,2,1
7813.txt,6,1
7814.txt,6,1
7815.txt,3,1
7816.txt,3,1
7817.txt,3,1
7818.txt,3,1
7819.txt,2,1
7820.txt,2,1
7821.txt,3,1
7822.txt,3,1
7823.txt,6,1
7824.txt,6,1
7825.txt,6,1
7826.txt,6,1
7827.txt,3,1
7828.txt,3,1
7829.txt,3,1
7830.txt,3,1
7831.txt,1,1
7832.txt,1,1
7833.txt,6,1
7834.txt,6,1
7835.txt,3,1
7836.txt,3,1
7837.txt,2,1
7838.txt,2,1
7839.txt,2,1
7840.txt,2,1
7841.txt,20,1
7842.txt,20,1
7843.txt,2,1
7844.txt,2,1
7845.txt,6,1
7846.txt,6,1
7847.txt,6,1
7848.txt,6,1
7849.txt,6,1
7850.txt,6,1
7851.txt,3,1
7852.txt,3,1
7853.txt,6,1
7854.txt,6,1
7855.txt,3,1
7856.txt,3,1
7857.txt,2,1
7858.txt,2,1
7859.txt,3,1
7860.txt,3,1
7861.txt,6,1
7862.txt,6,1
7863.txt,6,1
7864.txt,6,1
7865.txt,3,1
7866.txt,3,1
7867.txt,12,1
7868.txt,12,1
7869.txt,6,1
7870.txt,6,1
7871.txt,6,1
7872.txt,6,1
7873.txt,6,1
7874.txt,6,1
7875.txt,6,1
7876.txt,6,1
7877.txt,3,1
7878.txt,3,1
7879.txt,6,1
7880.txt,6,1
7881.txt,3,1
7882.txt,3,1
7883.txt,6,1
7884.txt,6,1
7885.txt,1,1
7886.txt,1,1
7887.txt,12,1
7888.txt,12,1
7889.txt,6,1
7890.txt,6,1
7891.txt,3,1
7892.txt,3,1
7893.txt,2,1
7894.txt,2,1
7895.txt,6,1
7896.txt,6,1
7897.txt,6,1
7898.txt,6,1
7899.txt,1,1
7900.txt,1,1
7901.txt,3,1
7902.txt,3,1
7903.txt,3,1
7904.txt,3,1
7905.txt,3,1
7906.txt,3,1
7907.txt,3,1
7908.txt,3,1
7909.txt,1,1
7910.txt,1,1
7911.txt,3,1
7912.txt,3,1
7913.txt,6,1
7914.txt,6,1
7915.txt,1,1
7916.txt,1,1
7917.txt,1,1
7918.txt,1,1
7919.txt,14,1
7920.txt,14,1
7921.txt,1,1
7922.txt,1,1
7923.txt,6,1
7924.txt,6,1
7925.txt,5,1
7926.txt,5,1
7927.txt,8,1
7928.txt,8,1
7929.txt,6,1
7930.txt,6,1
7931.txt,6,1
7932.txt,6,1
7933.txt,17,1
7934.txt,17,1
7935.txt,3,1
7936.txt,3,1
7937.txt,6,1
7938.txt,6,1
7939.txt,20,1
7940.txt,20,1
7941.txt,6,1
7942.txt,6,1
7943.txt,5,1
7944.txt,5,1
7945.txt,2,1
7946.txt,2,1
7947.txt,3,1
7948.txt,3,1
7949.txt,3,1
7950.txt,3,1
7951.txt,3,1
7952.txt,3,1
7953.txt,6,1
7954.txt,6,1
7955.txt,3,1
7956.txt,3,1
7957.txt,1,1
7958.txt,1,1
7959.txt,1,1
7960.txt,1,1
7961.txt,3,1
7962.txt,3,1
7963.txt,5,1
7964.txt,5,1
7965.txt,5,1
7966.txt,5,1
7967.txt,5,1
7968.txt,5,1
7969.txt,5,1
7970.txt,5,1
7971.txt,20,1
7972.txt,20,1
7973.txt,6,1
7974.txt,6,1
7975.txt,3,1
7976.txt,3,1
7977.txt,5,1
7978.txt,5,1
7979.txt,3,1
7980.txt,3,1
7981.txt,3,1
7982.txt,3,1
7983.txt,3,1
7984.txt,3,1
7985.txt,5,1
7986.txt,5,1
7987.txt,3,1
7988.txt,3,1
7989.txt,1,1
7990.txt,1,1
7991.txt,1,1
7992.txt,1,1
7993.txt,1,1
7994.txt,1,1
7995.txt,1,1
7996.txt,1,1
7997.txt,1,1
7998.txt,1,1
7999.txt,1,1
8000.txt,1,1
8001.txt,1,1
8002.txt,1,1
8003.txt,1,1
8004.txt,1,1
8005.txt,1,1
8006.txt,1,1
8007.txt,1,1
8008.txt,1,1
8009.txt,15,1
8010.txt,15,1
8011.txt,1,1
8012.txt,1,1
8013.txt,20,1
8014.txt,20,1
8015.txt,1,1
8016.txt,1,1
8017.txt,1,1
8018.txt,1,1
8019.txt,1,1
8020.txt,1,1
8021.txt,1,1
8022.txt,1,1
8023.txt,3,1
8024.txt,3,1
8025.txt,3,1
8026.txt,3,1
8027.txt,3,1
8028.txt,3,1
8029.txt,1,1
8030.txt,1,1
8031.txt,20,1
8032.txt,20,1
8033.txt,6,1
8034.txt,6,1
8035.txt,3,1
8036.txt,3,1
8037.txt,3,1
8038.txt,3,1
8039.txt,3,1
8040.txt,3,1
8041.txt,1,1
8042.txt,1,1
8043.txt,3,1
8044.txt,3,1
8045.txt,1,1
8046.txt,1,1
8047.txt,3,1
8048.txt,3,1
8049.txt,5,1
8050.txt,5,1
8051.txt,20,1
8052.txt,20,1
8053.txt,3,1
8054.txt,3,1
8055.txt,3,1
8056.txt,3,1
8057.txt,3,1
8058.txt,3,1
8059.txt,6,1
8060.txt,6,1
8061.txt,3,1
8062.txt,3,1
8063.txt,1,1
8064.txt,1,1
8065.txt,3,1
8066.txt,3,1
8067.txt,1,1
8068.txt,1,1
8069.txt,6,1
8070.txt,6,1
8071.txt,3,1
8072.txt,3,1
8073.txt,1,1
8074.txt,1,1
8075.txt,1,1
8076.txt,1,1
8077.txt,1,1
8078.txt,1,1
8079.txt,1,1
8080.txt,1,1
8081.txt,1,1
8082.txt,1,1
8083.txt,1,1
8084.txt,1,1
8085.txt,5,1
8086.txt,5,1
8087.txt,1,1
8088.txt,1,1
8089.txt,5,1
8090.txt,5,1
8091.txt,5,1
8092.txt,5,1
8093.txt,5,1
8094.txt,5,1
8095.txt,20,1
8096.txt,20,1
8097.txt,2,1
8098.txt,2,1
8099.txt,6,1
8100.txt,6,1
8101.txt,2,1
8102.txt,2,1
8103.txt,1,1
8104.txt,1,1
8105.txt,16,1
8106.txt,16,1
8107.txt,3,1
8108.txt,3,1
8109.txt,20,1
8110.txt,20,1
8111.txt,6,1
8112.txt,6,1
8113.txt,20,1
8114.txt,20,1
8115.txt,1,1
8116.txt,1,1
8117.txt,1,1
8118.txt,1,1
8119.txt,12,1
8120.txt,12,1
8121.txt,1,1
8122.txt,1,1
8123.txt,1,1
8124.txt,1,1
8125.txt,6,1
8126.txt,6,1
8127.txt,3,1
8128.txt,3,1
8129.txt,3,1
8130.txt,3,1
8131.txt,3,1
8132.txt,3,1
8133.txt,1,1
8134.txt,1,1
8135.txt,3,1
8136.txt,3,1
8137.txt,3,1
8138.txt,3,1
8139.txt,20,1
8140.txt,20,1
8141.txt,2,1
8142.txt,2,1
8143.txt,1,1
8144.txt,1,1
8145.txt,1,1
8146.txt,1,1
8147.txt,3,1
8148.txt,3,1
8149.txt,5,1
8150.txt,5,1
8151.txt,6,1
8152.txt,6,1
8153.txt,8,1
8154.txt,8,1
8155.txt,3,1
8156.txt,3,1
8157.txt,6,1
8158.txt,6,1
8159.txt,6,1
8160.txt,6,1
8161.txt,6,1
8162.txt,6,1
8163.txt,1,1
8164.txt,1,1
8165.txt,6,1
8166.txt,6,1
8167.txt,1,1
8168.txt,1,1
8169.txt,3,1
8170.txt,3,1
8171.txt,3,1
8172.txt,3,1
8173.txt,1,1
8174.txt,1,1
8175.txt,1,1
8176.txt,1,1
8177.txt,3,1
8178.txt,3,1
8179.txt,5,1
8180.txt,5,1
8181.txt,3,1
8182.txt,3,1
8183.txt,3,1
8184.txt,3,1
8185.txt,6,1
8186.txt,6,1
8187.txt,3,1
8188.txt,3,1
8189.txt,5,1
8190.txt,5,1
8191.txt,5,1
8192.txt,5,1
8193.txt,2,1
8194.txt,2,1
8195.txt,2,1
8196.txt,2,1
8197.txt,3,1
8198.txt,3,1
8199.txt,6,1
8200.txt,6,1
8201.txt,2,1
8202.txt,2,1
8203.txt,2,1
8204.txt,2,1
8205.txt,2,1
8206.txt,2,1
8207.txt,2,1
8208.txt,2,1
8209.txt,3,1
8210.txt,3,1
8211.txt,5,1
8212.txt,5,1
8213.txt,1,1
8214.txt,1,1
8215.txt,1,1
8216.txt,1,1
8217.txt,3,1
8218.txt,3,1
8219.txt,5,1
8220.txt,5,1
8221.txt,1,1
8222.txt,1,1
8223.txt,3,1
8224.txt,3,1
8225.txt,3,1
8226.txt,3,1
8227.txt,1,1
8228.txt,1,1
8229.txt,1,1
8230.txt,1,1
8231.txt,6,1
8232.txt,6,1
8233.txt,1,1
8234.txt,1,1
8235.txt,3,1
8236.txt,3,1
8237.txt,1,1
8238.txt,1,1
8239.txt,20,1
8240.txt,20,1
8241.txt,1,1
8242.txt,1,1
8243.txt,5,1
8244.txt,5,1
8245.txt,3,1
8246.txt,3,1
8247.txt,1,1
8248.txt,1,1
8249.txt,3,1
8250.txt,3,1
8251.txt,3,1
8252.txt,3,1
8253.txt,1,1
8254.txt,1,1
8255.txt,3,1
8256.txt,3,1
8257.txt,6,1
8258.txt,6,1
8259.txt,1,1
8260.txt,1,1
8261.txt,6,1
8262.txt,6,1
8263.txt,5,1
8264.txt,5,1
8265.txt,6,1
8266.txt,6,1
8267.txt,5,1
8268.txt,5,1
8269.txt,5,1
8270.txt,5,1
8271.txt,5,1
8272.txt,5,1
8273.txt,3,1
8274.txt,3,1
8275.txt,3,1
8276.txt,3,1
8277.txt,3,1
8278.txt,3,1
8279.txt,3,1
8280.txt,3,1
8281.txt,3,1
8282.txt,3,1
8283.txt,3,1
8284.txt,3,1
8285.txt,3,1
8286.txt,3,1
8287.txt,3,1
8288.txt,3,1
8289.txt,4,1
8290.txt,4,1
8291.txt,3,1
8292.txt,3,1
8293.txt,3,1
8294.txt,3,1
8295.txt,3,1
8296.txt,3,1
8297.txt,3,1
8298.txt,3,1
8299.txt,6,1
8300.txt,6,1
8301.txt,20,1
8302.txt,20,1
8303.txt,20,1
8304.txt,20,1
8305.txt,3,1
8306.txt,3,1
8307.txt,3,1
8308.txt,3,1
8309.txt,20,1
8310.txt,20,1
8311.txt,12,1
8312.txt,12,1
8313.txt,12,1
8314.txt,12,1
8315.txt,20,1
8316.txt,20,1
8317.txt,3,1
8318.txt,3,1
8319.txt,3,1
8320.txt,3,1
8321.txt,6,1
8322.txt,6,1
8323.txt,20,1
8324.txt,20,1
8325.txt,20,1
8326.txt,20,1
8327.txt,3,1
8328.txt,3,1
8329.txt,3,1
8330.txt,3,1
8331.txt,3,1
8332.txt,3,1
8333.txt,1,1
8334.txt,1,1
8335.txt,5,1
8336.txt,5,1
8337.txt,6,1
8338.txt,6,1
8339.txt,2,1
8340.txt,2,1
8341.txt,3,1
8342.txt,3,1
8343.txt,1,1
8344.txt,1,1
8345.txt,3,1
8346.txt,3,1
8347.txt,3,1
8348.txt,3,1
8349.txt,3,1
8350.txt,3,1
8351.txt,3,1
8352.txt,3,1
8353.txt,3,1
8354.txt,3,1
8355.txt,3,1
8356.txt,3,1
8357.txt,3,1
8358.txt,3,1
8359.txt,3,1
8360.txt,3,1
8361.txt,20,1
8362.txt,20,1
8363.txt,1,1
8364.txt,1,1
8365.txt,1,1
8366.txt,1,1
8367.txt,3,1
8368.txt,3,1
8369.txt,1,1
8370.txt,1,1
8371.txt,3,1
8372.txt,3,1
8373.txt,1,1
8374.txt,1,1
8375.txt,3,1
8376.txt,3,1
8377.txt,6,1
8378.txt,6,1
8379.txt,3,1
8380.txt,3,1
8381.txt,1,1
8382.txt,1,1
8383.txt,1,1
8384.txt,1,1
8385.txt,3,1
8386.txt,3,1
8387.txt,1,1
8388.txt,1,1
8389.txt,1,1
8390.txt,1,1
8391.txt,6,1
8392.txt,6,1
8393.txt,3,1
8394.txt,3,1
8395.txt,1,1
8396.txt,1,1
8397.txt,3,1
8398.txt,3,1
8399.txt,3,1
8400.txt,3,1
8401.txt,1,1
8402.txt,1,1
8403.txt,1,1
8404.txt,1,1
8405.txt,3,1
8406.txt,3,1
8407.txt,1,1
8408.txt,1,1
8409.txt,1,1
8410.txt,1,1
8411.txt,1,1
8412.txt,1,1
8413.txt,1,1
8414.txt,1,1
8415.txt,3,1
8416.txt,3,1
8417.txt,3,1
8418.txt,3,1
8419.txt,3,1
8420.txt,3,1
8421.txt,3,1
8422.txt,3,1
8423.txt,3,1
8424.txt,3,1
8425.txt,3,1
8426.txt,3,1
8427.txt,3,1
8428.txt,3,1
8429.txt,3,1
8430.txt,3,1
8431.txt,3,1
8432.txt,3,1
8433.txt,3,1
8434.txt,3,1
8435.txt,1,1
8436.txt,1,1
8437.txt,3,1
8438.txt,3,1
8439.txt,3,1
8440.txt,3,1
8441.txt,3,1
8442.txt,3,1
8443.txt,3,1
8444.txt,3,1
8445.txt,1,1
8446.txt,1,1
8447.txt,1,1
8448.txt,1,1
8449.txt,20,1
8450.txt,20,1
8451.txt,3,1
8452.txt,3,1
8453.txt,3,1
8454.txt,3,1
8455.txt,1,1
8456.txt,1,1
8457.txt,3,1
8458.txt,3,1
8459.txt,1,1
8460.txt,1,1
8461.txt,1,1
8462.txt,1,1
8463.txt,3,1
8464.txt,3,1
8465.txt,17,1
8466.txt,17,1
8467.txt,3,1
8468.txt,3,1
8469.txt,6,1
8470.txt,6,1
8471.txt,3,1
8472.txt,3,1
8473.txt,1,1
8474.txt,1,1
8475.txt,3,1
8476.txt,3,1
8477.txt,3,1
8478.txt,3,1
8479.txt,3,1
8480.txt,3,1
8481.txt,3,1
8482.txt,3,1
8483.txt,3,1
8484.txt,3,1
8485.txt,1,1
8486.txt,1,1
8487.txt,1,1
8488.txt,1,1
8489.txt,3,1
8490.txt,3,1
8491.txt,3,1
8492.txt,3,1
8493.txt,1,1
8494.txt,1,1
8495.txt,3,1
8496.txt,3,1
8497.txt,3,1
8498.txt,3,1
8499.txt,3,1
8500.txt,3,1
8501.txt,5,1
8502.txt,5,1
8503.txt,3,1
8504.txt,3,1
8505.txt,20,1
8506.txt,20,1
8507.txt,1,1
8508.txt,1,1
8509.txt,20,1
8510.txt,20,1
8511.txt,20,1
8512.txt,20,1
8513.txt,20,1
8514.txt,20,1
8515.txt,20,1
8516.txt,20,1
8517.txt,20,1
8518.txt,20,1
8519.txt,12,1
8520.txt,12,1
8521.txt,3,1
8522.txt,3,1
8523.txt,20,1
8524.txt,20,1
8525.txt,20,1
8526.txt,20,1
8527.txt,3,1
8528.txt,3,1
8529.txt,1,1
8530.txt,1,1
8531.txt,1,1
8532.txt,1,1
8533.txt,20,1
8534.txt,20,1
8535.txt,1,1
8536.txt,1,1
8537.txt,6,1
8538.txt,6,1
8539.txt,20,1
8540.txt,20,1
8541.txt,20,1
8542.txt,20,1
8543.txt,6,1
8544.txt,6,1
8545.txt,3,1
8546.txt,3,1
8547.txt,1,1
8548.txt,1,1
8549.txt,1,1
8550.txt,1,1
8551.txt,5,1
8552.txt,5,1
8553.txt,6,1
8554.txt,6,1
8555.txt,3,1
8556.txt,3,1
8557.txt,3,1
8558.txt,3,1
8559.txt,21,1
8560.txt,21,1
8561.txt,6,1
8562.txt,6,1
8563.txt,3,1
8564.txt,3,1
8565.txt,3,1
8566.txt,3,1
8567.txt,1,1
8568.txt,1,1
8569.txt,8,1
8570.txt,8,1
8571.txt,1,1
8572.txt,1,1
8573.txt,4,1
8574.txt,4,1
8575.txt,20,1
8576.txt,20,1
8577.txt,1,1
8578.txt,1,1
8579.txt,20,1
8580.txt,20,1
8581.txt,4,1
8582.txt,4,1
8583.txt,16,1
8584.txt,16,1
8585.txt,4,1
8586.txt,4,1
8587.txt,20,1
8588.txt,20,1
8589.txt,20,1
8590.txt,20,1
8591.txt,13,1
8592.txt,13,1
8593.txt,10,1
8594.txt,10,1
8595.txt,2,1
8596.txt,2,1
8597.txt,20,1
8598.txt,20,1
8599.txt,2,1
8600.txt,2,1
8601.txt,3,1
8602.txt,3,1
8603.txt,17,1
8604.txt,17,1
8605.txt,20,1
8606.txt,20,1
8607.txt,20,1
8608.txt,20,1
8609.txt,3,1
8610.txt,3,1
8611.txt,2,1
8612.txt,2,1
8613.txt,2,1
8614.txt,2,1
8615.txt,5,1
8616.txt,5,1
8617.txt,5,1
8618.txt,5,1
8619.txt,12,1
8620.txt,12,1
8621.txt,16,1
8622.txt,16,1
8623.txt,3,1
8624.txt,3,1
8625.txt,3,1
8626.txt,3,1
8627.txt,6,1
8628.txt,6,1
8629.txt,3,1
8630.txt,3,1
8631.txt,3,1
8632.txt,3,1
8633.txt,12,1
8634.txt,12,1
8635.txt,6,1
8636.txt,6,1
8637.txt,3,1
8638.txt,3,1
8639.txt,6,1
8640.txt,6,1
8641.txt,3,1
8642.txt,3,1
8643.txt,13,1
8644.txt,13,1
8645.txt,20,1
8646.txt,20,1
8647.txt,15,1
8648.txt,15,1
8649.txt,1,1
8650.txt,1,1
8651.txt,6,1
8652.txt,6,1
8653.txt,5,1
8654.txt,5,1
8655.txt,6,1
8656.txt,6,1
8657.txt,5,1
8658.txt,5,1
8659.txt,17,1
8660.txt,17,1
8661.txt,3,1
8662.txt,3,1
8663.txt,3,1
8664.txt,3,1
8665.txt,5,1
8666.txt,5,1
8667.txt,4,1
8668.txt,4,1
8669.txt,1,1
8670.txt,1,1
8671.txt,20,1
8672.txt,20,1
8673.txt,20,1
8674.txt,20,1
8675.txt,20,1
8676.txt,20,1
8677.txt,6,1
8678.txt,6,1
8679.txt,6,1
8680.txt,6,1
8681.txt,12,1
8682.txt,12,1
8683.txt,13,1
8684.txt,13,1
8685.txt,20,1
8686.txt,20,1
8687.txt,20,1
8688.txt,20,1
8689.txt,3,1
8690.txt,3,1
8691.txt,14,1
8692.txt,14,1
8693.txt,1,1
8694.txt,1,1
8695.txt,1,1
8696.txt,1,1
8697.txt,20,1
8698.txt,20,1
8699.txt,1,1
8700.txt,1,1
8701.txt,8,1
8702.txt,8,1
8703.txt,3,1
8704.txt,3,1
8705.txt,8,1
8706.txt,8,1
8707.txt,2,1
8708.txt,2,1
8709.txt,6,1
8710.txt,6,1
8711.txt,1,1
8712.txt,1,1
8713.txt,6,1
8714.txt,6,1
8715.txt,21,1
8716.txt,21,1
8717.txt,10,1
8718.txt,10,1
8719.txt,7,1
8720.txt,7,1
8721.txt,1,1
8722.txt,1,1
8723.txt,4,1
8724.txt,4,1
8725.txt,6,1
8726.txt,6,1
8727.txt,2,1
8728.txt,2,1
8729.txt,6,1
8730.txt,6,1
8731.txt,6,1
8732.txt,6,1
8733.txt,1,1
8734.txt,1,1
8735.txt,8,1
8736.txt,8,1
8737.txt,8,1
8738.txt,8,1
8739.txt,2,1
8740.txt,2,1
8741.txt,4,1
8742.txt,4,1
8743.txt,6,1
8744.txt,6,1
8745.txt,8,1
8746.txt,8,1
8747.txt,5,1
8748.txt,5,1
8749.txt,1,1
8750.txt,1,1
8751.txt,6,1
8752.txt,6,1
8753.txt,3,1
8754.txt,3,1
8755.txt,6,1
8756.txt,6,1
8757.txt,3,1
8758.txt,3,1
8759.txt,15,1
8760.txt,15,1
8761.txt,3,1
8762.txt,3,1
8763.txt,3,1
8764.txt,3,1
8765.txt,6,1
8766.txt,6,1
8767.txt,5,1
8768.txt,5,1
8769.txt,6,1
8770.txt,6,1
8771.txt,12,1
8772.txt,12,1
8773.txt,2,1
8774.txt,2,1
8775.txt,1,1
8776.txt,1,1
8777.txt,1,1
8778.txt,1,1
8779.txt,3,1
8780.txt,3,1
8781.txt,8,1
8782.txt,8,1
8783.txt,15,1
8784.txt,15,1
8785.txt,8,1
8786.txt,8,1
8787.txt,12,1
8788.txt,12,1
8789.txt,3,1
8790.txt,3,1
8791.txt,3,1
8792.txt,3,1
8793.txt,12,1
8794.txt,12,1
8795.txt,12,1
8796.txt,12,1
8797.txt,12,1
8798.txt,12,1
8799.txt,20,1
8800.txt,20,1
8801.txt,15,1
8802.txt,15,1
8803.txt,7,1
8804.txt,7,1
8805.txt,3,1
8806.txt,3,1
8807.txt,17,1
8808.txt,17,1
8809.txt,3,1
8810.txt,3,1
8811.txt,3,1
8812.txt,3,1
8813.txt,3,1
8814.txt,3,1
8815.txt,20,1
8816.txt,20,1
8817.txt,17,1
8818.txt,17,1
8819.txt,6,1
8820.txt,6,1
8821.txt,6,1
8822.txt,6,1
8823.txt,16,1
8824.txt,16,1
8825.txt,6,1
8826.txt,6,1
8827.txt,6,1
8828.txt,6,1
8829.txt,8,1
8830.txt,8,1
8831.txt,16,1
8832.txt,16,1
8833.txt,3,1
8834.txt,3,1
8835.txt,16,1
8836.txt,16,1
8837.txt,3,1
8838.txt,3,1
8839.txt,10,1
8840.txt,10,1
8841.txt,1,1
8842.txt,1,1
8843.txt,1,1
8844.txt,1,1
8845.txt,20,1
8846.txt,20,1
8847.txt,6,1
8848.txt,6,1
8849.txt,6,1
8850.txt,6,1
8851.txt,1,1
8852.txt,1,1
8853.txt,12,1
8854.txt,12,1
8855.txt,3,1
8856.txt,3,1
8857.txt,3,1
8858.txt,3,1
8859.txt,1,1
8860.txt,1,1
8861.txt,20,1
8862.txt,20,1
8863.txt,12,1
8864.txt,12,1
8865.txt,1,1
8866.txt,1,1
8867.txt,3,1
8868.txt,3,1
8869.txt,1,1
8870.txt,1,1
8871.txt,1,1
8872.txt,1,1
8873.txt,20,1
8874.txt,20,1
8875.txt,20,1
8876.txt,20,1
8877.txt,6,1
8878.txt,6,1
8879.txt,2,1
8880.txt,2,1
8881.txt,7,1
